Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Cluster
Primera Cita,La Primera Cita - Single,Carin Leon,4/20/2023,QZQMB2104890,290,90.5,0.1396730208015639,0.060707226228042,0.1324047842588676,80.0,0.0254402532334374,"1,480,134","916,093","96,228,889",0.0047532108914771,"384,774,756",0.0361305361305361,"26,180",172,25.0,"9,487,462",25.0,0.0180908377139727,"16,200","1,434,610",0.0106294495702263,,0.0,2
Efecto,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214884,292,90.1,0.3021797037990418,0.1953468125360989,0.1947130572704716,77.0,0.0307489318597985,"2,730,759","2,482,560","549,037,519",0.0259247524477404,"179,322,656",0.0571095571095571,"33,285",48,16.0,"2,258,927",51.0,0.0298353079593887,"13,112",,0.0087689120142027,,1.0,3
Dame Tu Cosita,Dame Tu Cosita,El Chombo,4/23/2018,TCADP1859309,291,90.1,0.0560204277278658,0.0004607116300892,0.0002065879961697,,0.3065774302302086,"20,218,394",,,0.001140138899939,"229,315,984",0.0314685314685314,,,,,,0.0087015286325158,,,0.0038880992777336,,0.0,2
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,11/9/2023,BRSME2301957,293,89.6,0.0223136276697813,0.0150730617506025,0.0372045666723105,,0.0088103842974873,"1,507,763","1,800,000","44,077,311",0.0030485658423477,"890,790,802",0.0174825174825174,88,,51.0,"7,385,831",7.0,0.0087015286325158,,,0.0010444299385741,,0.0,2
Slow It Down,Slow It Down,Benson Boone,3/22/2024,USWB12400913,294,89.4,0.0473356532420221,0.0202306606977409,0.4445468276346622,85.0,0.0015430735197181,"291,189",,"349,400",1.5006415613388796e-05,"126,501,922",0.0641025641025641,"36,922",326,37.0,"6,074,638",74.0,0.0115149160767303,"3,223","442,051",0.0023602769899536,,0.0,2
Yonaguni,Yonaguni,Bad Bunny,6/4/2021,QM6P42169803,295,88.6,0.3266714191631628,0.2999385153228961,0.1709518431857864,71.0,0.0664637059938901,"7,894,095","884,793","298,126,879",0.0123384253501725,"314,632,224",0.1678321678321678,"54,669",145,40.0,"381,403",48.0,0.043002757700671,"19,535",,0.0100637576341636,,1.0,3
Heathens,Heathens,Twenty One Pilots,6/16/2016,USAT21601930,296,88.6,0.4150903476790465,0.4083852904261752,0.2481154996637937,78.0,0.1607681447639722,"21,763,865","4,715,288","113,594,559",0.0043939258443873,"479,301,512",0.1445221445221445,"153,475",322,108.0,"534,238",31.0,0.3511503614335616,"630,803",,0.0668648541782261,,0.0,0
Whoopty,Whoopty,CJ,8/20/2020,USA2P2031043,297,88.6,0.1811675662622763,0.3615620834328437,0.1105368481273818,61.0,0.0496611580653839,"8,889,460","2,403,279","506,491,179",0.0208566095404322,"144,018,344",0.182983682983683,"1,644",533,31.0,"74,337",15.0,0.041274857004074,"41,096","59,294,063",0.0292184234492956,,1.0,3
Super Shy,NewJeans 'Super Shy',NewJeans,7/7/2023,USA2P2330068,298,88.4,0.1278698263965324,0.0814748192299679,0.087583895235822,77.0,0.0124351848089744,"2,705,714","1,201,620","210,186,679",0.0085669098875253,"776,229,988",0.0641025641025641,"23,381",258,22.0,"671,053",58.0,0.0009763087787378,"6,871","2,172,977",0.0024061016037422,,0.0,2
Happier,Happier - Single,Marshmello,8/16/2018,USUG11801651,299,87.9,0.5007209465895932,0.3731374631388351,0.2021800181428607,16.0,0.0926782713151394,"18,732,541","1,228,334","96,907,387",0.0034700889340297,"2,340,278,160",0.2424242424242424,"390,418",293,444.0,"639,996",73.0,0.2565549761969234,"584,098",,0.046376201643806,,0.0,0
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/2023,QZ9QQ2300781,301,87.7,0.107973143066484,0.0535509518268401,0.140065087130661,84.0,0.0067724014513553,"325,395","911,100","169,601,790",0.0083502111132985,"184,602,581",0.0466200466200466,"13,786",721,46.0,"7,896,597",39.0,0.0100743664950499,"13,732","233,125",0.004895217097793,,1.0,1
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/2023,UKWLG2300016,300,87.7,0.1189381760525361,0.1176931897674592,0.5433570157905966,79.0,0.0024641726484285,"328,421",,42,1.2562581838938319e-09,"298,775,920",0.1678321678321678,"396,880",425,121.0,"3,802,321",91.0,0.0201949429443677,"1,437","1,308,074",0.0153554131476112,,0.0,0
Butter,Butter,BTS,5/21/2021,QM6MZ2156864,302,87.5,0.2938181873904427,0.1527106612397546,0.1545048093126698,70.0,0.0720316220365801,"27,744,989","2,098,050","1,059,257,365",0.0348177858921995,"3,244,619,218",0.2564102564102564,"181,961",545,43.0,"1,426,798",68.0,0.0161035971941923,"50,520",,0.0189877644914403,,0.0,0
Cinderella,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402037,304,87.2,0.0291826572668796,0.0365520477107544,0.1596448659452334,,0.0006950611924133,"139,956",,,0.001140138899939,"421,455",0.0268065268065268,298,,14.0,"291,310",4.0,0.0029981100863865,"1,644","3,756,755",0.0016827169438993,,1.0,1
Calma - Remix,Calma (Remix),Pedro Capï¿,10/5/2018,USSD11800343,303,87.2,0.2694760296202346,0.2012988002865897,0.1423140706033278,67.0,0.1770847719831349,"13,572,964","1,847,640","11,391,899",0.0005344045009386,"374,564,231",0.175990675990676,"57,934",7,77.0,"859,903",2.0,0.1149707884580996,"88,107",,0.0642144653437299,,0.0,0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/2016,USRC11600876,305,87.1,0.4048381314769103,0.3236228194535486,0.3384173209639534,72.0,0.1422693883270963,"9,042,088","2,563,738","26,503,434",0.00065853162904,"319,751,277",0.5337995337995338,"364,043",576,482.0,"2,062,925",116.0,0.4137631570920609,"1,206,969",,0.0720139128841516,,0.0,0
Say So,Hot Pink,Doja Cat,11/7/2019,USRC11903454,306,87.0,0.2801071100654251,0.2736711772367803,0.1848462229162201,69.0,0.0538543014598662,"10,069,968","8,992,493","687,678,447",0.0235575289074782,"745,421,859",0.3426573426573426,"1,309",531,180.0,"1,309,139",72.0,0.0752818995270931,"176,348",,0.0488691161402906,,1.0,3
Ransom,Ransom,Lil Tecca,5/22/2019,QZ85M1940160,307,86.8,0.3167069883890649,0.3370495146436853,0.1997848331720835,77.0,0.0458892656625117,"8,156,272","501,905","79,556,873",0.0022814561443291,"51,588,391",0.1142191142191142,"26,259",154,32.0,"958,518",25.0,0.0601332094407705,"229,716","162,569,561",0.013524830839521,,1.0,3
Romantic Homicide,Romantic Homicide,d4vd,7/20/2022,QZMEM2232831,308,86.8,0.26544719198461,0.2577207308376991,0.2310171477413843,81.0,0.0094434394155466,"2,307,573","515,601","215,294,962",0.0056037358499266,"89,389,771",0.0745920745920745,"8,306",43,25.0,"426,502",15.0,0.005926778159556,"16,784","30,568,973",0.0086114058282666,,0.0,0
Pink Skies,Pink Skies,Zach Bryan,5/24/2024,USWB12401947,309,86.7,0.0140698641070124,0.007808384612909,0.3757313014754443,84.0,0.0002035223753182,"65,840",,"107,100",3.616913088830521e-06,"235,974,273",0.0944055944055944,734,1,26.0,"5,164,376",79.0,0.0034203038893647,"2,349","521,223",0.0007137802357257,,0.0,2
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/2016,GBAHS1600363,310,86.6,0.3569118632385116,0.2890406527199771,0.2123555128102263,73.0,0.1953020913820036,"16,180,445","2,416,274","61,034,077",0.0025540964685033,"1,722,812,433",0.2179487179487179,"174,095",83,151.0,"643,408",38.0,0.1579980736323529,"177,271","35,600,592",0.1078142286171965,,1.0,3
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,11/15/2023,TCJPX2396779,355,86.6,0.3801100228750088,1.863172033449019e-05,6.175112161097027e-07,,0.0090835579636131,,,,0.001140138899939,,0.0314685314685314,,,,,,0.0087015286325158,,,0.0038880992777336,,1.0,1
Cool,JnD Mix,,5/25/2024,QZNWQ2410638,311,86.5,0.0560204277278658,0.0547289846898072,0.0505424544431005,,0.0090835579636131,,,,0.001140138899939,,0.0314685314685314,,,,,,0.0087015286325158,,,0.0392392637302158,,0.0,2
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/2023,QZPLS2305267,312,86.5,0.0501223913370272,0.1128269231746419,0.0242576626080564,74.0,0.008889012258853,"2,568,642","8,397","1,367,633",0.0001520760857721,"733,344,471",0.0233100233100233,"5,633",,2.0,"164,805",12.0,0.0635442240593805,"63,249",,0.0033513252572031,,1.0,1
BESO,RR,ROSALï¿½,3/24/2023,USSM12301258,313,86.3,0.1511632145932863,0.1378611801331659,0.1761376337663183,74.0,0.0113987698572936,"1,524,559","946,380","131,649,631",0.0076837156048607,"28,857,204",0.1351981351981352,"106,591",277,80.0,"4,935,799",65.0,0.0139112028974932,"4,829","113,549",0.0072318765768078,,0.0,2
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,5/10/2024,BXIV82456543,315,86.1,0.0119579030363473,0.005116947920954,0.1540925748343451,80.0,0.0009183180419261,"244,589","245,300",,0.001140138899939,,0.0081585081585081,48,,29.0,"9,552,072",20.0,0.0087015286325158,,,0.0005863612391248,,0.0,2
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/2022,QZWT32210000,314,86.1,0.1599574987235878,0.0726501589624503,0.0980268484957158,73.0,0.0335688908182945,"1,638,787","1,100,030","91,969,060",0.0049829577720368,"4,235,395",0.0512820512820512,"14,160",358,20.0,"2,332,617",18.0,0.0685752851746167,"17,421",,0.0075279075856214,,1.0,1
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,6/14/2024,CBEFB2400006,316,85.9,0.0560204277278658,6.775171030723707e-06,0.0124924234327926,,0.0090835579636131,,,,0.001140138899939,,0.0,2,,1.0,"87,002",10.0,0.0087015286325158,,"553,000",0.0038880992777336,,0.0,2
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,USAT22219211,318,85.8,0.155441547048812,0.2577817073769756,0.2566214231572873,68.0,0.0115144180383607,"2,379,515","1,016,531","606,205,784",0.0236508483873789,"169,512,700",0.0839160839160839,"4,066","5,729",20.0,"707,505",93.0,0.0211315707679059,"53,530",,0.0147668316531718,,1.0,3
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013632,317,85.8,0.1833518878002854,0.3568279326751254,0.1246549155781548,70.0,0.0401052798533342,"5,578,060","1,826,673","141,952,709",0.0041875080984844,"56,134,858",0.1153846153846153,41,25,8.0,"33,088",4.0,0.0960830562088314,"71,183","73,950,933",0.0159969804891697,,1.0,3
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/2017,USUYG1156898,319,85.6,0.3772709630019675,0.3448833061479596,0.1348423716664843,79.0,0.0315794086063302,"6,471,385","59,900","19,736,442",0.0004323721459331,"4,528,014",0.0419580419580419,"1,088",,14.0,"176,966",5.0,0.0727464847647989,"116,371","319,835,943",0.0092178085113687,,1.0,3
Rich Flex,Her Loss,Drake,11/4/2022,USUG12208598,320,85.5,0.1897185153763146,0.314330672384911,0.2179029515027312,73.0,0.0052719261923261,"651,228","317,033","223,409,952",0.0078664478418142,"41,553,113",0.134032634032634,644,128,27.0,"1,296,204",54.0,0.0419664594727711,"33,488",,0.0104655328520396,,1.0,3
Standing Next to You,GOLDEN,Jung Kook,11/3/2023,USA2P2348391,321,85.5,0.1578582127457761,0.0392621161230438,0.2223974573358165,85.0,0.0079987943128947,"4,183,405","308,567","111,187,858",0.0026927820554177,"2,554,205,866",0.0419580419580419,"62,294",25,49.0,"6,851,022",24.0,0.002100210787669,"1,442",,0.0055549195575566,,0.0,2
Congratulations,Congratulations,Post Malone,11/4/2016,USUM71614484,322,85.3,0.4635796765773951,0.4173048030881229,0.3115627339955358,75.0,0.1097190727643927,"11,063,672","955,053","99,916,455",0.0034801089179055,"172,345,162",0.1655011655011655,"32,009",57,41.0,"337,255",26.0,0.2661899491168579,"364,648","155,990,695",0.0238112737121561,,1.0,3
Do It To It,Do It To It,ACRAZE,8/20/2021,QZFPL2100100,324,85.2,0.1880238520984793,0.4046233767113659,0.3603353746106825,73.0,0.0072094206138333,"1,540,284","2,600,179","673,283,810",0.0444581006542468,"116,322,631",0.2226107226107226,"217,739","2,822",105.0,"1,784,254",40.0,0.0348715111054943,"9,188",,0.0439216866449759,,0.0,0
Tusa,Tusa,KAROL G,11/7/2019,USUM71921183,323,85.2,0.3497656733082558,0.2662371208233188,0.225612216915086,68.0,0.1113030100950156,"12,498,062","1,636,079","39,086,388",0.0017764949437526,"458,694,827",0.2692307692307692,"150,990",111,256.0,"1,274,272",83.0,0.07147398243645,"127,399",,0.0348680450854871,,0.0,0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013355,325,84.8,0.2614406700612209,0.4615314257839296,0.1777302066280581,71.0,0.0470140538050701,"6,283,245","1,312,576","203,661,245",0.0064531295114372,"68,109,096",0.2389277389277389,"243,703",234,33.0,"158,712",24.0,0.1489742938705937,"64,927",,0.020683657376715,,1.0,3
Good Good,Good Good,USHER,8/4/2023,QZS7J2331813,326,84.7,0.0125713751480923,0.0249681990409745,0.0350867128499239,59.0,0.0050986196709248,"607,267","88,131","6,358,930",0.0003816921611282,"250,252,884",0.0244755244755244,"343,553",33,7.0,"543,853",34.0,0.0399951882178737,"22,294","2,154,788",0.0086299367706774,,1.0,1
Austin,Austin - Single,Dasha,11/17/2023,QZTB92360479,327,84.6,0.0637684180712584,0.0303171965697309,0.6449199965237931,87.0,0.0017715118472763,"303,426","744,600","187,163,600",0.0122201549663256,"448,423,212",0.1142191142191142,"83,189",449,48.0,"1,283,979",130.0,0.0151043317004383,"4,925","337,191",0.0069204903186358,,1.0,3
Search & Rescue,Search & Rescue,Drake,4/7/2023,USUG12301601,329,84.6,0.0789115587686179,0.163803310009807,0.082513255249904,69.0,0.0025080348501121,"336,819","106,645","21,329,637",0.0008262200241764,"235,007,162",0.1025641025641025,"119,741",162,15.0,"535,329",13.0,0.0304331056010578,"18,653","14,784,764",0.0062925811870251,,1.0,1
TULUM,TULUM,Peso Pluma,6/28/2023,QM7282325573,328,84.6,0.0911325641082754,0.0625195844787606,0.0521768351012495,74.0,0.0155284889732591,"1,103,093","1,096,644","84,875,226",0.0059675831551074,"51,539,597",0.0501165501165501,"20,963",71,16.0,"2,197,720",38.0,0.0160142573115878,"7,268","2,169,379",0.0043873018466491,,1.0,1
Shivers,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100671,330,84.4,0.3662428752360754,0.3198795374590737,0.2951898357745311,77.0,0.0418579225214869,"4,641,763","389,848","88,427,778",0.0055400019276927,"4,334,606,324",0.3053613053613053,"925,333","1,773",222.0,"4,658,778",112.0,0.1987257716819643,"66,708",,0.046311645900652,,0.0,0
Coup du marteau,Coup du marteau,Tam Sir,12/8/2023,DGA0Q2357844,331,84.3,0.0058232762790636,0.0071816812925671,0.0090657774586473,,0.0048532608548132,"463,646","1,800,000","44,679,343",0.0029486902082395,"641,603,777",0.0104895104895104,"2,264",,6.0,"165,572",1.0,0.0087015286325158,,,0.0056655001014538,,0.0,2
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,10/14/2020,USA2P2036916,332,84.1,0.0211100866360884,0.0421195445052516,0.0179780995682937,45.0,0.0018278824148557,"627,377","16,892,400","462,872,272",0.0175026155155185,"1,067",0.0221445221445221,470,423,6.0,"22,115",3.0,0.0042930526036638,"26,512","10,556,085",0.0034532249667964,,1.0,1
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,4/28/2022,SGB502213458,333,84.0,0.0042732540567656,0.0033299965616007,0.0015272119677729,,0.0066711480823625,"699,306","9,893,499","340,731,924",0.0271594603242652,"15,197",0.0,295,,,,,0.0087015286325158,,,0.0001106715379674,,0.0,2
Sunroof,Sunroof,Nicky Youre,12/3/2021,USQX92202129,334,83.8,0.2080482164119698,0.1773214700088585,0.1465435421471779,79.0,0.010356441688377,"1,678,946",621,"47,472",2.489859129743402e-05,"2,854,434,834",0.1724941724941725,"849,471",491,65.0,"1,743,336",9.0,0.0758145342598946,"82,293","771,581",0.0113234340459646,,0.0,0
Watching Yourself Being Born,Neuroscape,Blush Response,4/4/2023,QZFZ72309552,335,83.7,0.0560204277278658,2.032551309217112e-05,7.242415497582933e-07,,0.0562578107606519,"1,480,549",,,0.001140138899939,,0.0314685314685314,3,,,,,0.0087015286325158,,,0.0038880992777336,,0.0,2
Los del Espacio,Los del Espacio - Single,LIT killah,6/1/2023,USWL12300725,336,83.3,0.0873292498396733,0.0909058573047353,0.0925778609124064,72.0,0.0192655402002617,"1,775,081","782,114","148,537,760",0.0073567939209485,"670,200,525",0.0477855477855477,"29,417",3,27.0,"645,947",28.0,5.45235646344511e-05,197,,0.0035321668724603,,0.0,2
Taste (feat. Offset),Taste (feat. Offset),Tyga,5/16/2018,USUYG1198481,338,83.1,0.3172052887792356,0.3678714614552051,0.1187136076483079,69.0,0.1148705608368869,"10,236,903","3,833,884","145,706,030",0.0084970224268254,"526,087,000",0.0769230769230769,"46,534",142,34.0,"183,823",33.0,0.3258181470387585,"185,157",,0.0363847024008448,,1.0,3
MAMIII,MAMIII,Becky G,2/10/2022,USRC12200425,337,83.1,0.2129634185634833,0.1356863502323036,0.2055636289217599,74.0,0.0384927072842594,"4,924,401","1,741,513","267,846,050",0.0146235824997126,"36,403,252",0.1445221445221445,"165,243",430,59.0,"3,772,475",83.0,0.0771514096767969,"34,289","190,971",0.016203514280168,,1.0,3
Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,USUG12103651,339,83.0,0.2383414003462904,0.2874281620146648,0.2007978831928972,73.0,0.0236369057077133,"4,710,732","796,783","391,999,548",0.0142385307226068,"3,540,186,470",0.0862470862470862,"269,792","1,886",30.0,"897,931",42.0,0.0263346569339386,"26,435","8,598,138",0.0532012255336167,,0.0,0
exes,exes,Tate McRae,11/17/2023,USRC12302756,340,83.0,0.0754645393794963,0.0461914222947165,0.1275716726304845,,0.0020523755752245,"405,965","319,600","56,188,128",0.0031340818794548,"1,646,779,233",0.0769230769230769,"131,125",811,56.0,"1,010,439",57.0,0.0167643761735668,"8,494",,0.003173550142114,,1.0,1
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,8/16/2019,QMRSZ1901446,341,82.7,0.0064805562659058,0.0153559251411352,0.0052063018635806,41.0,0.0083336345886344,"1,352,520","23,206,073","803,136,063",0.0505813137594897,"11,609,501",0.0128205128205128,"7,746",100,8.0,"90,628",10.0,0.0087015286325158,,,0.0015837608924793,,0.0,2
Stick Season,Stick Season,Noah Kahan,7/8/2022,USUM72212470,342,82.6,0.225591834665758,0.1925418917293793,0.6454254942547385,86.0,0.0054789093190788,"659,870","82,855","29,406,696",0.0011791527353019,"315,685,769",0.1713286713286713,"319,240",577,85.0,"16,767,304",103.0,0.0125750489773486,"38,276","8,435,767",0.0153138561557183,,0.0,0
Need To Know,Need To Know,Doja Cat,6/11/2021,USRC12101120,344,82.5,0.2751569979222328,0.2790388064858712,0.1611232525971597,71.0,0.0311093177608692,"6,169,368","734,932","365,523,934",0.0103872545746376,"2,099,921,417",0.2261072261072261,"439,065","1,451",38.0,"870,717",28.0,0.061911599195985,"51,300",,0.0261458949239967,,1.0,3
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,4/12/2024,USUS12400227,345,82.5,0.0068801071069356,0.004405554962728,0.0251122409541877,78.0,0.0005225193703233,"225,779","439,200","8,820,761",0.0003759349656878,"154,517",0.0093240093240093,132,,6.0,"73,462",,0.0087015286325158,,"365,682",0.0094888343496718,,0.0,2
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,MXF012200200,343,82.5,0.0921134674676599,0.0388183424205314,0.0467423171017448,73.0,0.0493594961335389,"2,076,505","998,663","48,461,089",0.0036351318080709,"14,566,260",0.0268065268065268,"25,712","1,169",18.0,"2,340,656",15.0,0.0097509829028559,"11,420",,0.006158419529817,,0.0,2
Last Last,Last Last,Burna Boy,5/12/2022,USAT22204901,346,82.4,0.0959300061734508,0.220535204635572,0.0643323261179041,68.0,0.0203737497083092,"1,906,835","260,214","93,902,403",0.0044987117972799,"306,416,991",0.2354312354312354,"214,958","2,031",30.0,"258,278",94.0,0.010786438701303,"18,736","16,995,425",0.0220205604559552,,0.0,2
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,1/29/2023,SGB502314277,347,82.2,0.0018762554475627,0.001278813532049,0.0006652425460364,,0.0020098015138809,"130,043","6,698,664","76,927,003",0.0083761544869355,,0.0314685314685314,27,,,,,0.0087015286325158,,,0.0038880992777336,,0.0,2
500lbs,500lbs,Lil Tecca,7/21/2023,USUM72309854,349,82.1,0.0818838617364968,0.1341941188127867,0.1028142642941067,68.0,0.0019813824766684,"452,857",638,"1,056,379",4.9852779522753885e-05,"277,256,864",0.0209790209790209,"1,239","1,452",5.0,"31,145",19.0,0.0017342787006051,"6,256","18,379,949",0.0035323215623798,,1.0,1
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/2021,USUG12104409,348,82.1,0.1711214842814756,0.3678714614552051,0.1342717951145966,72.0,0.015173874279089,"2,184,804","264,300","95,344,150",0.0030514753062886,"379,789,269",0.0769230769230769,"3,965",443,10.0,"74,228",26.0,0.0657146653141098,"75,646","43,754,739",0.0095359965762935,,1.0,3
BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/2022,SGB502248062,350,82.0,0.0839468031678218,0.1543265395305822,0.1133256393214645,64.0,0.0071311539272505,"2,127,918","4,530,098","885,538,360",0.0449697707751711,"74,794,888",0.0454545454545454,"169,548","7,064",18.0,"137,293",52.0,0.0199919037815258,"18,576","24,428",0.0150598280097419,,1.0,1
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,4/12/2023,JPP302300157,351,81.8,0.0832795903720724,0.0809361931330254,0.0460424786804157,69.0,0.0300444093360152,"4,295,510","504,800","162,429,655",0.0080255580430133,"1,227,624,888",0.0675990675990676,"1,883",,7.0,"44,834",12.0,0.0003693653457828,419,,0.0036590854016748,,0.0,2
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401990,352,81.6,0.0197535581098583,0.0087823154485756,0.1961148191664335,85.0,0.0006787534680414,"346,121",137,,0.001140138899939,"3,541,236",0.1095571095571095,271,1,19.0,"2,682,503",18.0,0.0001254147204869,231,"749,185",0.0009770306307242,,0.0,2
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300821,353,81.5,0.0949017347112039,0.0716169453802649,0.0626637078934396,80.0,0.0051501892109253,"368,256","117,408","7,626,726",0.0004265809071822,"606,650,627",0.0571095571095571,"262,596",145,2.0,"2,456",19.0,0.124316762982168,"27,501","7,289,828",0.0053949246837985,,0.0,2
Madonna,Madonna - Single,Natanael Cano,3/8/2024,QZ9QQ2400185,354,81.3,0.0637251709851702,0.0123037105917942,0.208246040467576,85.0,0.006474092936127,"806,116",,"150,848",9.00167299720002e-06,"126,527,485",0.0256410256410256,572,,10.0,"2,210,844",8.0,0.0010555060293656,966,,0.0026046006183356,,1.0,1
deja vu,deja vu,Olivia Rodrigo,4/1/2021,USUG12101240,355,81.3,0.3753326143607164,0.2919675266052497,0.2452744067944256,80.0,0.039092773058374,"7,847,239","1,210,842","534,102,475",0.0161138436468412,"2,265,662,637",0.2389277389277389,"279,408",332,27.0,"76,887",49.0,0.0429907716991374,"74,501",,0.0161305006381823,,1.0,3
6. A.M.,Motion is Emotion,Azul,10/7/2022,ES40B2200055,356,81.1,2.6859948370008066e-08,6.775171030723707e-06,1.105421312788974e-07,,0.0754345337273658,"3,158,558",,,0.001140138899939,"248,653,921",0.0314685314685314,1,,,,,0.0087015286325158,,,0.0038880992777336,,0.0,2
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,2/15/2024,USUG12400966,357,81.0,0.0378759797561184,0.0174545343679019,0.3350628856841166,85.0,0.0057040263324429,"1,394,962",,,0.001140138899939,"1,916,097,608",0.0757575757575757,"46,348",53,45.0,"4,652,694",69.0,0.0075782944863502,"1,611",179,0.0035286681504584,,0.0,2
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,5/8/2023,SGB502370315,358,80.8,0.0347145647672275,0.0388911755091117,0.0746586269349175,33.0,0.0037770176404139,"723,007","3,757,654","145,382,546",0.0098607754893009,"1,136,738",0.0023310023310023,1,,,,5.0,2.9142729830303464e-05,,"5,607,466",0.0019271133675375,,1.0,1
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401993,359,80.8,0.0235520744909872,0.0087857030340909,0.1936216061959977,87.0,0.0003914737278525,"134,606",253,,0.001140138899939,"934,654",0.0874125874125874,181,5,16.0,"4,083,154",39.0,0.0002013180924513,163,"1,075,841",0.000566811163127,,0.0,2
Doja,Doja,Central Cee,7/21/2022,ZZOPM2237319,360,80.5,0.158010932339524,0.3256147197365813,0.2191919642365863,74.0,0.0123340233974936,"3,061,387","492,679","411,670,410",0.0168047218575075,"279,634,941",0.0757575757575757,"58,802","2,699",31.0,"877,441",42.0,0.0008780239761038,"3,136",,0.0109882892360448,,1.0,3
Kill This Love,Kill This Love,BLACKPINK,4/4/2019,KRA401900005,361,80.4,0.1917192061912973,0.1082892523768147,0.0718279898264493,67.0,0.1789180484626898,"40,314,889","1,738,066","182,304,244",0.0069296360568293,"269,811,977",0.0769230769230769,"9,022",24,25.0,"237,406",24.0,0.0077678568276537,"57,874",,0.0131580746895889,,0.0,2
Lan,Lan - Single,Zeynep Bastï¿½,3/8/2024,TRAUR2400004,362,80.3,0.0189761200272005,0.0068971241092767,0.0261211246801916,72.0,0.008959826343518,"590,112",,,0.001140138899939,"88,179,577",0.0116550116550116,"5,899",,5.0,"1,585,206",,0.0087015286325158,,,0.0020206234238518,,0.0,2
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/2024,USUG12401967,363,80.2,0.0411749010975652,0.0228136946532044,0.600366550846085,87.0,0.0003686716956367,"140,562","61,889","45,660,069",0.0011317269008131,"17,447,092",0.1142191142191142,"16,680",,65.0,"10,743,893",122.0,0.0003908708684568,"1,327","479,188",0.0022108556271611,,0.0,0
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/2018,USAT21802011,365,80.1,0.3897588607004327,0.2948063232671229,0.1637806816213068,76.0,0.0768559149885238,"9,554,049","5,371,543","206,785,018",0.0117215629647284,"2,008,056,455",0.2226107226107226,"368,635",784,106.0,"1,172,519",44.0,0.1292621443077266,"253,101","44,121",0.06132854290804,,0.0,0
